"","st_fips","state_name","place_name","year"
"1","4841980","Texas","League City city","2006"
"2","0648648","California","Monrovia city","2006"
"3","0648648","California","Monrovia city","2006"
"4","0648648","California","Monrovia city","2006"
"5","0648648","California","Monrovia city","2006"
"6","0648648","California","Monrovia city","2006"
"7","0648648","California","Monrovia city","2006"
"8","0648648","California","Monrovia city","2006"
"9","0141968","Alabama","Leeds city","2007"
"10","0648648","California","Monrovia city","2007"
"11","0648648","California","Monrovia city","2007"
"12","0648648","California","Monrovia city","2007"
"13","0648648","California","Monrovia city","2007"
"14","0648648","California","Monrovia city","2007"
"15","0648648","California","Monrovia city","2007"
"16","0648648","California","Monrovia city","2007"
"17","0648648","California","Monrovia city","2007"
"18","0648648","California","Monrovia city","2007"
"19","0648648","California","Monrovia city","2007"
"20","0648648","California","Monrovia city","2007"
"21","0648648","California","Monrovia city","2007"
"22","0648648","California","Monrovia city","2007"
"23","0648648","California","Monrovia city","2007"
"24","0648648","California","Monrovia city","2007"
"25","0648648","California","Monrovia city","2007"
"26","0648648","California","Monrovia city","2007"
"27","0648648","California","Monrovia city","2007"
"28","0648648","California","Monrovia city","2007"
"29","0648648","California","Monrovia city","2007"
"30","0648648","California","Monrovia city","2007"
"31","0648648","California","Monrovia city","2007"
"32","0648648","California","Monrovia city","2007"
"33","0648648","California","Monrovia city","2007"
"34","0648648","California","Monrovia city","2007"
"35","0648648","California","Monrovia city","2007"
"36","0648648","California","Monrovia city","2007"
"37","0648648","California","Monrovia city","2007"
"38","0648648","California","Monrovia city","2007"
"39","0648648","California","Monrovia city","2007"
"40","0648648","California","Monrovia city","2007"
"41","0648648","California","Monrovia city","2007"
"42","0648648","California","Monrovia city","2007"
"43","0648648","California","Monrovia city","2007"
"44","0648648","California","Monrovia city","2007"
"45","0648648","California","Monrovia city","2007"
"46","0648648","California","Monrovia city","2007"
"47","0648648","California","Monrovia city","2007"
"48","0648648","California","Monrovia city","2007"
"49","0648648","California","Monrovia city","2007"
"50","0648648","California","Monrovia city","2007"
"51","0648648","California","Monrovia city","2007"
"52","0648648","California","Monrovia city","2007"
"53","0648648","California","Monrovia city","2007"
"54","0648648","California","Monrovia city","2007"
"55","0648648","California","Monrovia city","2007"
"56","0648648","California","Monrovia city","2007"
"57","0648648","California","Monrovia city","2007"
"58","0648648","California","Monrovia city","2007"
"59","0648648","California","Monrovia city","2007"
"60","0648648","California","Monrovia city","2007"
"61","0648648","California","Monrovia city","2007"
"62","0648648","California","Monrovia city","2007"
"63","0820000","Colorado","Denver city","2007"
"64","4841980","Texas","League City city","2007"
"65","4841980","Texas","League City city","2007"
"66","4841980","Texas","League City city","2007"
"67","0675000","California","Stockton city","2008"
"68","0681666","California","Vallejo city","2008"
"69","2770420","Minnesota","Willmar city","2008"
"70","2770420","Minnesota","Willmar city","2008"
"71","3418400","New Jersey","Dumont borough","2008"
"72","3914184","Ohio","Chillicothe city","2008"
"73","3914184","Ohio","Chillicothe city","2008"
"74","3914184","Ohio","Chillicothe city","2008"
"75","3914184","Ohio","Chillicothe city","2008"
"76","3914184","Ohio","Chillicothe city","2008"
"77","4249128","Pennsylvania","Middletown borough","2008"
"78","0458010","Arizona","Quartzsite town","2008"
"79","0600562","California","Alameda city","2008"
"80","0600562","California","Alameda city","2008"
"81","0608058","California","Brawley city","2008"
"82","0608058","California","Brawley city","2008"
"83","0608058","California","Brawley city","2008"
"84","0608058","California","Brawley city","2008"
"85","0608058","California","Brawley city","2008"
"86","0608058","California","Brawley city","2008"
"87","0648648","California","Monrovia city","2008"
"88","0648648","California","Monrovia city","2008"
"89","0648648","California","Monrovia city","2008"
"90","0648648","California","Monrovia city","2008"
"91","0648648","California","Monrovia city","2008"
"92","0648648","California","Monrovia city","2008"
"93","0648648","California","Monrovia city","2008"
"94","0648648","California","Monrovia city","2008"
"95","0648648","California","Monrovia city","2008"
"96","0648648","California","Monrovia city","2008"
"97","0648648","California","Monrovia city","2008"
"98","0648648","California","Monrovia city","2008"
"99","0648648","California","Monrovia city","2008"
"100","0648648","California","Monrovia city","2008"
"101","0648648","California","Monrovia city","2008"
"102","0648648","California","Monrovia city","2008"
"103","0648648","California","Monrovia city","2008"
"104","0648648","California","Monrovia city","2008"
"105","0648648","California","Monrovia city","2008"
"106","0648648","California","Monrovia city","2008"
"107","0648648","California","Monrovia city","2008"
"108","0648648","California","Monrovia city","2008"
"109","0648648","California","Monrovia city","2008"
"110","0648648","California","Monrovia city","2008"
"111","0648648","California","Monrovia city","2008"
"112","1754534","Illinois","Oak Brook village","2008"
"113","4848408","Texas","Milford town","2008"
"114","4848408","Texas","Milford town","2008"
"115","4848408","Texas","Milford town","2008"
"116","4848408","Texas","Milford town","2008"
"117","4848408","Texas","Milford town","2008"
"118","4840472","Texas","Lake City town","2008"
"119","0608058","California","Brawley city","2008"
"120","0622594","California","Emeryville city","2008"
"121","2204685","Louisiana","Bastrop city","2008"
"122","2204685","Louisiana","Bastrop city","2008"
"123","1723620","Illinois","Elmhurst city","2009"
"124","1723620","Illinois","Elmhurst city","2009"
"125","1723620","Illinois","Elmhurst city","2009"
"126","1723620","Illinois","Elmhurst city","2009"
"127","1723620","Illinois","Elmhurst city","2009"
"128","1754534","Illinois","Oak Brook village","2009"
"129","1754534","Illinois","Oak Brook village","2009"
"130","1754534","Illinois","Oak Brook village","2009"
"131","1754534","Illinois","Oak Brook village","2009"
"132","1754534","Illinois","Oak Brook village","2009"
"133","1754534","Illinois","Oak Brook village","2009"
"134","1754534","Illinois","Oak Brook village","2009"
"135","1754534","Illinois","Oak Brook village","2009"
"136","1754534","Illinois","Oak Brook village","2009"
"137","1754534","Illinois","Oak Brook village","2009"
"138","1754534","Illinois","Oak Brook village","2009"
"139","1754534","Illinois","Oak Brook village","2009"
"140","1754534","Illinois","Oak Brook village","2009"
"141","1754534","Illinois","Oak Brook village","2009"
"142","1754534","Illinois","Oak Brook village","2009"
"143","1754534","Illinois","Oak Brook village","2009"
"144","1754534","Illinois","Oak Brook village","2009"
"145","1754534","Illinois","Oak Brook village","2009"
"146","1754534","Illinois","Oak Brook village","2009"
"147","1754534","Illinois","Oak Brook village","2009"
"148","1754534","Illinois","Oak Brook village","2009"
"149","1754534","Illinois","Oak Brook village","2009"
"150","1754534","Illinois","Oak Brook village","2009"
"151","1754534","Illinois","Oak Brook village","2009"
"152","1754534","Illinois","Oak Brook village","2009"
"153","1754534","Illinois","Oak Brook village","2009"
"154","1754534","Illinois","Oak Brook village","2009"
"155","1754534","Illinois","Oak Brook village","2009"
"156","1754534","Illinois","Oak Brook village","2009"
"157","1754534","Illinois","Oak Brook village","2009"
"158","2708794","Minnesota","Burnsville city","2009"
"159","2708794","Minnesota","Burnsville city","2009"
"160","2718116","Minnesota","Eden Prairie city","2009"
"161","2718116","Minnesota","Eden Prairie city","2009"
"162","3629542","New York","Goshen village","2009"
"163","3629542","New York","Goshen village","2009"
"164","3629542","New York","Goshen village","2009"
"165","3629542","New York","Goshen village","2009"
"166","3629542","New York","Goshen village","2009"
"167","3629542","New York","Goshen village","2009"
"168","3914184","Ohio","Chillicothe city","2009"
"169","3914184","Ohio","Chillicothe city","2009"
"170","3914184","Ohio","Chillicothe city","2009"
"171","3914184","Ohio","Chillicothe city","2009"
"172","3914184","Ohio","Chillicothe city","2009"
"173","3914184","Ohio","Chillicothe city","2009"
"174","3914184","Ohio","Chillicothe city","2009"
"175","3914184","Ohio","Chillicothe city","2009"
"176","3914184","Ohio","Chillicothe city","2009"
"177","3914184","Ohio","Chillicothe city","2009"
"178","3914184","Ohio","Chillicothe city","2009"
"179","3914184","Ohio","Chillicothe city","2009"
"180","3914184","Ohio","Chillicothe city","2009"
"181","3914184","Ohio","Chillicothe city","2009"
"182","3914184","Ohio","Chillicothe city","2009"
"183","3914184","Ohio","Chillicothe city","2009"
"184","3914184","Ohio","Chillicothe city","2009"
"185","3914184","Ohio","Chillicothe city","2009"
"186","3914184","Ohio","Chillicothe city","2009"
"187","3914184","Ohio","Chillicothe city","2009"
"188","3914184","Ohio","Chillicothe city","2009"
"189","3914184","Ohio","Chillicothe city","2009"
"190","3914184","Ohio","Chillicothe city","2009"
"191","3914184","Ohio","Chillicothe city","2009"
"192","3914184","Ohio","Chillicothe city","2009"
"193","3914184","Ohio","Chillicothe city","2009"
"194","3914184","Ohio","Chillicothe city","2009"
"195","3914184","Ohio","Chillicothe city","2009"
"196","3914184","Ohio","Chillicothe city","2009"
"197","3914184","Ohio","Chillicothe city","2009"
"198","3914184","Ohio","Chillicothe city","2009"
"199","3914184","Ohio","Chillicothe city","2009"
"200","3914184","Ohio","Chillicothe city","2009"
"201","3914184","Ohio","Chillicothe city","2009"
"202","3914184","Ohio","Chillicothe city","2009"
"203","3914184","Ohio","Chillicothe city","2009"
"204","3914184","Ohio","Chillicothe city","2009"
"205","3914184","Ohio","Chillicothe city","2009"
"206","3914184","Ohio","Chillicothe city","2009"
"207","3914184","Ohio","Chillicothe city","2009"
"208","3914184","Ohio","Chillicothe city","2009"
"209","3914184","Ohio","Chillicothe city","2009"
"210","3914184","Ohio","Chillicothe city","2009"
"211","3914184","Ohio","Chillicothe city","2009"
"212","3914184","Ohio","Chillicothe city","2009"
"213","3914184","Ohio","Chillicothe city","2009"
"214","3914184","Ohio","Chillicothe city","2009"
"215","3914184","Ohio","Chillicothe city","2009"
"216","3914184","Ohio","Chillicothe city","2009"
"217","3914184","Ohio","Chillicothe city","2009"
"218","3914184","Ohio","Chillicothe city","2009"
"219","3914184","Ohio","Chillicothe city","2009"
"220","3914184","Ohio","Chillicothe city","2009"
"221","3914184","Ohio","Chillicothe city","2009"
"222","3914184","Ohio","Chillicothe city","2009"
"223","3914184","Ohio","Chillicothe city","2009"
"224","3914184","Ohio","Chillicothe city","2009"
"225","3914184","Ohio","Chillicothe city","2009"
"226","3914184","Ohio","Chillicothe city","2009"
"227","3914184","Ohio","Chillicothe city","2009"
"228","3914184","Ohio","Chillicothe city","2009"
"229","3914184","Ohio","Chillicothe city","2009"
"230","3914184","Ohio","Chillicothe city","2009"
"231","3914184","Ohio","Chillicothe city","2009"
"232","3914184","Ohio","Chillicothe city","2009"
"233","3914184","Ohio","Chillicothe city","2009"
"234","3914184","Ohio","Chillicothe city","2009"
"235","3914184","Ohio","Chillicothe city","2009"
"236","3914184","Ohio","Chillicothe city","2009"
"237","3914184","Ohio","Chillicothe city","2009"
"238","3914184","Ohio","Chillicothe city","2009"
"239","3914184","Ohio","Chillicothe city","2009"
"240","3914184","Ohio","Chillicothe city","2009"
"241","3914184","Ohio","Chillicothe city","2009"
"242","3914184","Ohio","Chillicothe city","2009"
"243","3914184","Ohio","Chillicothe city","2009"
"244","3914184","Ohio","Chillicothe city","2009"
"245","3914184","Ohio","Chillicothe city","2009"
"246","3914184","Ohio","Chillicothe city","2009"
"247","3914184","Ohio","Chillicothe city","2009"
"248","3914184","Ohio","Chillicothe city","2009"
"249","3914184","Ohio","Chillicothe city","2009"
"250","3914184","Ohio","Chillicothe city","2009"
"251","3914184","Ohio","Chillicothe city","2009"
"252","3914184","Ohio","Chillicothe city","2009"
"253","5506500","Wisconsin","Beloit city","2009"
"254","5506500","Wisconsin","Beloit city","2009"
"255","5506500","Wisconsin","Beloit city","2009"
"256","5506500","Wisconsin","Beloit city","2009"
"257","5506500","Wisconsin","Beloit city","2009"
"258","5506500","Wisconsin","Beloit city","2009"
"259","5506500","Wisconsin","Beloit city","2009"
"260","5506500","Wisconsin","Beloit city","2009"
"261","5585350","Wisconsin","West Bend city","2009"
"262","5585350","Wisconsin","West Bend city","2009"
"263","5585350","Wisconsin","West Bend city","2009"
"264","5585350","Wisconsin","West Bend city","2009"
"265","2548955","Massachusetts","North Reading town","2009"
"266","0132848","Alabama","Hamilton city","2009"
"267","0608058","California","Brawley city","2009"
"268","0608058","California","Brawley city","2009"
"269","0608058","California","Brawley city","2009"
"270","0608058","California","Brawley city","2009"
"271","0608058","California","Brawley city","2009"
"272","0608058","California","Brawley city","2009"
"273","0608058","California","Brawley city","2009"
"274","0608058","California","Brawley city","2009"
"275","0608058","California","Brawley city","2009"
"276","0608058","California","Brawley city","2009"
"277","0608058","California","Brawley city","2009"
"278","0648648","California","Monrovia city","2009"
"279","0648648","California","Monrovia city","2009"
"280","0648648","California","Monrovia city","2009"
"281","1333980","Georgia","Gordon city","2009"
"282","1726753","Illinois","Forest City village","2009"
"283","1726753","Illinois","Forest City village","2009"
"284","1726753","Illinois","Forest City village","2009"
"285","1715833","Illinois","Columbia city","2009"
"286","1715833","Illinois","Columbia city","2009"
"287","1715833","Illinois","Columbia city","2009"
"288","1715833","Illinois","Columbia city","2009"
"289","1715833","Illinois","Columbia city","2009"
"290","1715833","Illinois","Columbia city","2009"
"291","3418400","New Jersey","Dumont borough","2009"
"292","3418400","New Jersey","Dumont borough","2009"
"293","3418400","New Jersey","Dumont borough","2009"
"294","3737025","North Carolina","Cabarrus County","2009"
"295","3737025","North Carolina","Cabarrus County","2009"
"296","3737025","North Carolina","Cabarrus County","2009"
"297","3737025","North Carolina","Cabarrus County","2009"
"298","3737025","North Carolina","Cabarrus County","2009"
"299","3737073","North Carolina","Gates County","2009"
"300","3737073","North Carolina","Gates County","2009"
"301","3737073","North Carolina","Gates County","2009"
"302","3737073","North Carolina","Gates County","2009"
"303","3737073","North Carolina","Gates County","2009"
"304","3737073","North Carolina","Gates County","2009"
"305","4218152","Pennsylvania","Darby borough","2009"
"306","4246488","Pennsylvania","Madison borough","2009"
"307","4246488","Pennsylvania","Madison borough","2009"
"308","4848408","Texas","Milford town","2009"
"309","4848408","Texas","Milford town","2009"
"310","4848408","Texas","Milford town","2009"
"311","4848408","Texas","Milford town","2009"
"312","4848408","Texas","Milford town","2009"
"313","4863200","Texas","Rose City city","2009"
"314","3418400","New Jersey","Dumont borough","2009"
"315","3418400","New Jersey","Dumont borough","2009"
"316","3418400","New Jersey","Dumont borough","2009"
"317","3418400","New Jersey","Dumont borough","2009"
"318","3418400","New Jersey","Dumont borough","2009"
"319","3418400","New Jersey","Dumont borough","2009"
"320","3418400","New Jersey","Dumont borough","2009"
"321","3418400","New Jersey","Dumont borough","2009"
"322","3418400","New Jersey","Dumont borough","2009"
"323","3418400","New Jersey","Dumont borough","2009"
"324","3418400","New Jersey","Dumont borough","2009"
"325","3418400","New Jersey","Dumont borough","2009"
"326","2708794","Minnesota","Burnsville city","2009"
"327","0523290","Arkansas","Fayetteville city","2009"
"328","1345768","Georgia","Leesburg city","2009"
"329","1345768","Georgia","Leesburg city","2009"
"330","1345768","Georgia","Leesburg city","2009"
"331","1345768","Georgia","Leesburg city","2009"
"332","1345768","Georgia","Leesburg city","2009"
"333","1345768","Georgia","Leesburg city","2009"
"334","1345768","Georgia","Leesburg city","2009"
"335","1345768","Georgia","Leesburg city","2009"
"336","1345768","Georgia","Leesburg city","2009"
"337","2204685","Louisiana","Bastrop city","2009"
"338","2204685","Louisiana","Bastrop city","2009"
"339","0174352","Alabama","Sylacauga city","2010"
"340","0664224","California","Salinas city","2010"
"341","0664224","California","Salinas city","2010"
"342","0664224","California","Salinas city","2010"
"343","0664224","California","Salinas city","2010"
"344","0664224","California","Salinas city","2010"
"345","0664224","California","Salinas city","2010"
"346","0664224","California","Salinas city","2010"
"347","0664224","California","Salinas city","2010"
"348","0664224","California","Salinas city","2010"
"349","0664224","California","Salinas city","2010"
"350","0664224","California","Salinas city","2010"
"351","0664224","California","Salinas city","2010"
"352","0664224","California","Salinas city","2010"
"353","0664224","California","Salinas city","2010"
"354","0664224","California","Salinas city","2010"
"355","0664224","California","Salinas city","2010"
"356","0664224","California","Salinas city","2010"
"357","0664224","California","Salinas city","2010"
"358","0664224","California","Salinas city","2010"
"359","0664224","California","Salinas city","2010"
"360","0664224","California","Salinas city","2010"
"361","0664224","California","Salinas city","2010"
"362","0664224","California","Salinas city","2010"
"363","0664224","California","Salinas city","2010"
"364","0664224","California","Salinas city","2010"
"365","0664224","California","Salinas city","2010"
"366","0664224","California","Salinas city","2010"
"367","0664224","California","Salinas city","2010"
"368","0664224","California","Salinas city","2010"
"369","0664224","California","Salinas city","2010"
"370","0664224","California","Salinas city","2010"
"371","0664224","California","Salinas city","2010"
"372","0664224","California","Salinas city","2010"
"373","0664224","California","Salinas city","2010"
"374","0664224","California","Salinas city","2010"
"375","0664224","California","Salinas city","2010"
"376","0664224","California","Salinas city","2010"
"377","0664224","California","Salinas city","2010"
"378","0664224","California","Salinas city","2010"
"379","0664224","California","Salinas city","2010"
"380","0664224","California","Salinas city","2010"
"381","0664224","California","Salinas city","2010"
"382","0664224","California","Salinas city","2010"
"383","0664224","California","Salinas city","2010"
"384","0664224","California","Salinas city","2010"
"385","0664224","California","Salinas city","2010"
"386","0664224","California","Salinas city","2010"
"387","0664224","California","Salinas city","2010"
"388","0664224","California","Salinas city","2010"
"389","0664224","California","Salinas city","2010"
"390","0664224","California","Salinas city","2010"
"391","0664224","California","Salinas city","2010"
"392","0664224","California","Salinas city","2010"
"393","0664224","California","Salinas city","2010"
"394","0664224","California","Salinas city","2010"
"395","0664224","California","Salinas city","2010"
"396","0664224","California","Salinas city","2010"
"397","0664224","California","Salinas city","2010"
"398","0664224","California","Salinas city","2010"
"399","0664224","California","Salinas city","2010"
"400","0664224","California","Salinas city","2010"
"401","0664224","California","Salinas city","2010"
"402","0664224","California","Salinas city","2010"
"403","0664224","California","Salinas city","2010"
"404","0664224","California","Salinas city","2010"
"405","0664224","California","Salinas city","2010"
"406","0664224","California","Salinas city","2010"
"407","0664224","California","Salinas city","2010"
"408","0664224","California","Salinas city","2010"
"409","0664224","California","Salinas city","2010"
"410","0664224","California","Salinas city","2010"
"411","0664224","California","Salinas city","2010"
"412","0664224","California","Salinas city","2010"
"413","0664224","California","Salinas city","2010"
"414","0664224","California","Salinas city","2010"
"415","0664224","California","Salinas city","2010"
"416","0664224","California","Salinas city","2010"
"417","0664224","California","Salinas city","2010"
"418","0664224","California","Salinas city","2010"
"419","0664224","California","Salinas city","2010"
"420","0664224","California","Salinas city","2010"
"421","0664224","California","Salinas city","2010"
"422","0664224","California","Salinas city","2010"
"423","0664224","California","Salinas city","2010"
"424","0664224","California","Salinas city","2010"
"425","0664224","California","Salinas city","2010"
"426","0664224","California","Salinas city","2010"
"427","0664224","California","Salinas city","2010"
"428","0664224","California","Salinas city","2010"
"429","0664224","California","Salinas city","2010"
"430","0664224","California","Salinas city","2010"
"431","0664224","California","Salinas city","2010"
"432","0664224","California","Salinas city","2010"
"433","0664224","California","Salinas city","2010"
"434","0664224","California","Salinas city","2010"
"435","0664224","California","Salinas city","2010"
"436","0664224","California","Salinas city","2010"
"437","0664224","California","Salinas city","2010"
"438","0664224","California","Salinas city","2010"
"439","0664224","California","Salinas city","2010"
"440","0664224","California","Salinas city","2010"
"441","0664224","California","Salinas city","2010"
"442","0664224","California","Salinas city","2010"
"443","0664224","California","Salinas city","2010"
"444","0664224","California","Salinas city","2010"
"445","0664224","California","Salinas city","2010"
"446","0664224","California","Salinas city","2010"
"447","0664224","California","Salinas city","2010"
"448","0664224","California","Salinas city","2010"
"449","0664224","California","Salinas city","2010"
"450","0664224","California","Salinas city","2010"
"451","0664224","California","Salinas city","2010"
"452","0664224","California","Salinas city","2010"
"453","0664224","California","Salinas city","2010"
"454","0664224","California","Salinas city","2010"
"455","0664224","California","Salinas city","2010"
"456","0664224","California","Salinas city","2010"
"457","0664224","California","Salinas city","2010"
"458","0664224","California","Salinas city","2010"
"459","0664224","California","Salinas city","2010"
"460","0664224","California","Salinas city","2010"
"461","0664224","California","Salinas city","2010"
"462","0664224","California","Salinas city","2010"
"463","0664224","California","Salinas city","2010"
"464","0664224","California","Salinas city","2010"
"465","0664224","California","Salinas city","2010"
"466","0664224","California","Salinas city","2010"
"467","0664224","California","Salinas city","2010"
"468","0664224","California","Salinas city","2010"
"469","0664224","California","Salinas city","2010"
"470","0664224","California","Salinas city","2010"
"471","0664224","California","Salinas city","2010"
"472","0664224","California","Salinas city","2010"
"473","0664224","California","Salinas city","2010"
"474","0664224","California","Salinas city","2010"
"475","0664224","California","Salinas city","2010"
"476","0664224","California","Salinas city","2010"
"477","0664224","California","Salinas city","2010"
"478","0664224","California","Salinas city","2010"
"479","0664224","California","Salinas city","2010"
"480","0664224","California","Salinas city","2010"
"481","0664224","California","Salinas city","2010"
"482","0664224","California","Salinas city","2010"
"483","0664224","California","Salinas city","2010"
"484","0664224","California","Salinas city","2010"
"485","0664224","California","Salinas city","2010"
"486","0664224","California","Salinas city","2010"
"487","0664224","California","Salinas city","2010"
"488","0664224","California","Salinas city","2010"
"489","0664224","California","Salinas city","2010"
"490","0664224","California","Salinas city","2010"
"491","0664224","California","Salinas city","2010"
"492","0664224","California","Salinas city","2010"
"493","0664224","California","Salinas city","2010"
"494","0664224","California","Salinas city","2010"
"495","0664224","California","Salinas city","2010"
"496","0664224","California","Salinas city","2010"
"497","0664224","California","Salinas city","2010"
"498","0664224","California","Salinas city","2010"
"499","0664224","California","Salinas city","2010"
"500","0664224","California","Salinas city","2010"
"501","0664224","California","Salinas city","2010"
"502","0664224","California","Salinas city","2010"
"503","0664224","California","Salinas city","2010"
"504","0664224","California","Salinas city","2010"
"505","0664224","California","Salinas city","2010"
"506","0664224","California","Salinas city","2010"
"507","0664224","California","Salinas city","2010"
"508","0664224","California","Salinas city","2010"
"509","0664224","California","Salinas city","2010"
"510","0664224","California","Salinas city","2010"
"511","0664224","California","Salinas city","2010"
"512","0664224","California","Salinas city","2010"
"513","0664224","California","Salinas city","2010"
"514","0664224","California","Salinas city","2010"
"515","0664224","California","Salinas city","2010"
"516","0664224","California","Salinas city","2010"
"517","0664224","California","Salinas city","2010"
"518","0664224","California","Salinas city","2010"
"519","0664224","California","Salinas city","2010"
"520","0664224","California","Salinas city","2010"
"521","0664224","California","Salinas city","2010"
"522","0664224","California","Salinas city","2010"
"523","0664224","California","Salinas city","2010"
"524","0664224","California","Salinas city","2010"
"525","0664224","California","Salinas city","2010"
"526","0664224","California","Salinas city","2010"
"527","0664224","California","Salinas city","2010"
"528","0664224","California","Salinas city","2010"
"529","0664224","California","Salinas city","2010"
"530","0664224","California","Salinas city","2010"
"531","0664224","California","Salinas city","2010"
"532","0664224","California","Salinas city","2010"
"533","0664224","California","Salinas city","2010"
"534","0664224","California","Salinas city","2010"
"535","0664224","California","Salinas city","2010"
"536","0664224","California","Salinas city","2010"
"537","0664224","California","Salinas city","2010"
"538","0664224","California","Salinas city","2010"
"539","0664224","California","Salinas city","2010"
"540","0664224","California","Salinas city","2010"
"541","0664224","California","Salinas city","2010"
"542","0664224","California","Salinas city","2010"
"543","0664224","California","Salinas city","2010"
"544","0664224","California","Salinas city","2010"
"545","0664224","California","Salinas city","2010"
"546","0664224","California","Salinas city","2010"
"547","0664224","California","Salinas city","2010"
"548","0664224","California","Salinas city","2010"
"549","0664224","California","Salinas city","2010"
"550","0664224","California","Salinas city","2010"
"551","0664224","California","Salinas city","2010"
"552","0664224","California","Salinas city","2010"
"553","0664224","California","Salinas city","2010"
"554","0664224","California","Salinas city","2010"
"555","0664224","California","Salinas city","2010"
"556","0664224","California","Salinas city","2010"
"557","0664224","California","Salinas city","2010"
"558","0664224","California","Salinas city","2010"
"559","0664224","California","Salinas city","2010"
"560","0664224","California","Salinas city","2010"
"561","0664224","California","Salinas city","2010"
"562","0664224","California","Salinas city","2010"
"563","0664224","California","Salinas city","2010"
"564","0664224","California","Salinas city","2010"
"565","0664224","California","Salinas city","2010"
"566","0664224","California","Salinas city","2010"
"567","0664224","California","Salinas city","2010"
"568","0664224","California","Salinas city","2010"
"569","0664224","California","Salinas city","2010"
"570","0664224","California","Salinas city","2010"
"571","0664224","California","Salinas city","2010"
"572","0664224","California","Salinas city","2010"
"573","0664224","California","Salinas city","2010"
"574","0664224","California","Salinas city","2010"
"575","0664224","California","Salinas city","2010"
"576","0664224","California","Salinas city","2010"
"577","0664224","California","Salinas city","2010"
"578","0664224","California","Salinas city","2010"
"579","0664224","California","Salinas city","2010"
"580","0664224","California","Salinas city","2010"
"581","0664224","California","Salinas city","2010"
"582","0664224","California","Salinas city","2010"
"583","0664224","California","Salinas city","2010"
"584","0664224","California","Salinas city","2010"
"585","0664224","California","Salinas city","2010"
"586","0664224","California","Salinas city","2010"
"587","0664224","California","Salinas city","2010"
"588","0664224","California","Salinas city","2010"
"589","0664224","California","Salinas city","2010"
"590","0664224","California","Salinas city","2010"
"591","0664224","California","Salinas city","2010"
"592","0664224","California","Salinas city","2010"
"593","0664224","California","Salinas city","2010"
"594","0664224","California","Salinas city","2010"
"595","0664224","California","Salinas city","2010"
"596","0664224","California","Salinas city","2010"
"597","0664224","California","Salinas city","2010"
"598","0664224","California","Salinas city","2010"
"599","0664224","California","Salinas city","2010"
"600","0664224","California","Salinas city","2010"
"601","0664224","California","Salinas city","2010"
"602","0664224","California","Salinas city","2010"
"603","0664224","California","Salinas city","2010"
"604","0664224","California","Salinas city","2010"
"605","0664224","California","Salinas city","2010"
"606","0664224","California","Salinas city","2010"
"607","0664224","California","Salinas city","2010"
"608","0664224","California","Salinas city","2010"
"609","0664224","California","Salinas city","2010"
"610","0664224","California","Salinas city","2010"
"611","0664224","California","Salinas city","2010"
"612","0664224","California","Salinas city","2010"
"613","0664224","California","Salinas city","2010"
"614","0664224","California","Salinas city","2010"
"615","0664224","California","Salinas city","2010"
"616","0664224","California","Salinas city","2010"
"617","0664224","California","Salinas city","2010"
"618","0664224","California","Salinas city","2010"
"619","0664224","California","Salinas city","2010"
"620","0664224","California","Salinas city","2010"
"621","0664224","California","Salinas city","2010"
"622","0664224","California","Salinas city","2010"
"623","0664224","California","Salinas city","2010"
"624","0664224","California","Salinas city","2010"
"625","0664224","California","Salinas city","2010"
"626","0664224","California","Salinas city","2010"
"627","0664224","California","Salinas city","2010"
"628","0664224","California","Salinas city","2010"
"629","0664224","California","Salinas city","2010"
"630","0664224","California","Salinas city","2010"
"631","0664224","California","Salinas city","2010"
"632","0664224","California","Salinas city","2010"
"633","0664224","California","Salinas city","2010"
"634","0664224","California","Salinas city","2010"
"635","0664224","California","Salinas city","2010"
"636","0664224","California","Salinas city","2010"
"637","0664224","California","Salinas city","2010"
"638","0664224","California","Salinas city","2010"
"639","0664224","California","Salinas city","2010"
"640","0664224","California","Salinas city","2010"
"641","0664224","California","Salinas city","2010"
"642","0664224","California","Salinas city","2010"
"643","0664224","California","Salinas city","2010"
"644","0664224","California","Salinas city","2010"
"645","0664224","California","Salinas city","2010"
"646","0664224","California","Salinas city","2010"
"647","0664224","California","Salinas city","2010"
"648","0664224","California","Salinas city","2010"
"649","0664224","California","Salinas city","2010"
"650","0664224","California","Salinas city","2010"
"651","0664224","California","Salinas city","2010"
"652","0664224","California","Salinas city","2010"
"653","0664224","California","Salinas city","2010"
"654","0807850","Colorado","Boulder city","2010"
"655","1253000","Florida","Orlando city","2010"
"656","1378800","Georgia","Valdosta city","2010"
"657","1378800","Georgia","Valdosta city","2010"
"658","1378800","Georgia","Valdosta city","2010"
"659","1378800","Georgia","Valdosta city","2010"
"660","1724582","Illinois","Evanston city","2010"
"661","1724582","Illinois","Evanston city","2010"
"662","1724582","Illinois","Evanston city","2010"
"663","1724582","Illinois","Evanston city","2010"
"664","1724582","Illinois","Evanston city","2010"
"665","1724582","Illinois","Evanston city","2010"
"666","1724582","Illinois","Evanston city","2010"
"667","1724582","Illinois","Evanston city","2010"
"668","1724582","Illinois","Evanston city","2010"
"669","1724582","Illinois","Evanston city","2010"
"670","1724582","Illinois","Evanston city","2010"
"671","1724582","Illinois","Evanston city","2010"
"672","1723620","Illinois","Elmhurst city","2010"
"673","1723620","Illinois","Elmhurst city","2010"
