"","EPISODE_ID","EVENT_ID","BEGIN_YEARMONTH","BEGIN_DAY","END_YEARMONTH","END_DAY","STATE","STATE_FIPS","EVENT_TYPE","CZ_TYPE","CZ_FIPS","CZ_NAME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","FLOOD_CAUSE"
"767",1183154,5431958,200412,1,200412,2,"KENTUCKY",21,"Flood","Z",114,"OWSLEY",0,0,0,0,"0K","0K",NA
"768",1183388,5432335,200401,19,200401,23,"HAWAII",15,"High Surf","Z",1,"KAUAI",0,0,0,0,"","",NA
"769",1164896,5380772,200401,1,200401,2,"WYOMING",56,"Heavy Snow","Z",25,"UPPER GREEN RIVER BASIN FOOTHILLS",0,0,0,0,"","",NA
"770",1164896,5380773,200401,1,200401,2,"WYOMING",56,"Heavy Snow","Z",27,"SOUTH LINCOLN COUNTY",0,0,0,0,"","",NA
"771",1164897,5380774,200401,6,200401,6,"WYOMING",56,"High Wind","Z",19,"GREEN MOUNTAINS & RATTLESNAKE RANGE",0,0,0,0,"","",NA
"772",1183119,5431671,200412,12,200412,12,"MINNESOTA",27,"High Wind","Z",47,"STEVENS",0,0,0,0,"","",NA
"773",1183156,5431961,200412,10,200412,11,"KENTUCKY",21,"Flood","Z",85,"WHITLEY",0,0,0,0,"0K","0K",NA
"774",1183309,5431742,200410,13,200410,14,"HAWAII",15,"High Surf","Z",19,"MAUI CENTRAL VALLEY",0,0,0,0,"","",NA
"775",1183309,5431743,200410,13,200410,14,"HAWAII",15,"High Surf","Z",17,"MAUI WINDWARD WEST",0,0,0,0,"","",NA
"776",1183522,5431765,200412,19,200412,20,"VIRGINIA",51,"Winter Weather","Z",100,"NORTHAMPTON",0,0,0,0,"","",NA
"777",1183522,5431766,200412,19,200412,20,"VIRGINIA",51,"Winter Weather","Z",77,"NORTHUMBERLAND",0,0,0,0,"","",NA
"778",1183522,5431767,200412,19,200412,20,"VIRGINIA",51,"Winter Weather","Z",67,"NOTTOWAY",0,0,0,0,"","",NA
"779",1183329,5431885,200410,31,200410,31,"HAWAII",15,"Heavy Rain","C",3,"HONOLULU",0,0,0,0,"","",NA
"780",1183522,5431768,200412,19,200412,20,"VIRGINIA",51,"Winter Weather","Z",69,"POWHATAN",0,0,0,0,"","",NA
"781",1183522,5431769,200412,19,200412,20,"VIRGINIA",51,"Winter Weather","Z",60,"PRINCE EDWARD",0,0,0,0,"","",NA
"782",1183522,5431771,200412,19,200412,20,"VIRGINIA",51,"Winter Weather","Z",76,"RICHMOND",0,0,0,0,"","",NA
"783",1165340,5381054,200401,24,200401,25,"NORTH DAKOTA",38,"Winter Storm","Z",36,"KIDDER",0,0,0,0,"","",NA
"784",1165340,5381055,200401,24,200401,25,"NORTH DAKOTA",38,"Winter Storm","Z",48,"LA MOURE",0,0,0,0,"","",NA
"785",1164931,5381124,200401,5,200401,20,"ILLINOIS",17,"Flood","Z",90,"POPE",0,0,0,0,"","",NA
"786",1164906,5380904,200401,25,200401,26,"WEST VIRGINIA",54,"Winter Storm","Z",10,"PLEASANTS",0,0,0,0,"","",NA
"787",1165443,5380747,200401,1,200401,1,"CALIFORNIA",6,"Heavy Snow","Z",82,"SOUTH CENTRAL SISKIYOU COUNTY",0,0,0,0,"","",NA
"788",1165502,5380748,200401,25,200401,25,"OHIO",39,"Winter Storm","Z",46,"DELAWARE",0,0,0,0,"","",NA
"789",1165506,5380749,200401,4,200401,4,"OHIO",39,"Flood","Z",42,"DARKE",0,0,0,0,"","",NA
"790",1165506,5380750,200401,4,200401,4,"OHIO",39,"Flood","Z",52,"CHAMPAIGN",0,0,0,0,"","",NA
"791",1165453,5381102,200401,29,200401,29,"OREGON",41,"High Wind","Z",22,"CURRY COUNTY COAST",0,0,0,0,"","",NA
"792",1165454,5381103,200401,26,200401,27,"OREGON",41,"High Wind","Z",21,"SOUTH CENTRAL OREGON COAST",0,0,0,0,"","",NA
"793",1165455,5381104,200401,5,200401,6,"NEBRASKA",31,"Cold/Wind Chill","Z",52,"DOUGLAS",0,0,1,0,"","",NA
"794",1165349,5381303,200401,26,200401,27,"ALASKA",2,"High Wind","Z",223,"DELTANA AND TANANA",0,0,0,0,"","",NA
"795",1164931,5381044,200401,5,200401,20,"ILLINOIS",17,"Flood","Z",92,"ALEXANDER",0,0,0,0,"","",NA
"796",1165455,5381226,200401,5,200401,6,"NEBRASKA",31,"Cold/Wind Chill","Z",18,"WAYNE",0,0,0,0,"","",NA
"797",1165456,5381227,200401,5,200401,6,"IOWA",19,"Cold/Wind Chill","Z",79,"MILLS",0,0,0,0,"","",NA
"798",1165458,5381246,200401,3,200401,4,"IOWA",19,"Winter Storm","Z",90,"FREMONT",0,0,0,0,"","",NA
"799",1165458,5381247,200401,3,200401,4,"IOWA",19,"Winter Storm","Z",80,"MONTGOMERY",0,0,0,0,"","",NA
"800",1165458,5381248,200401,3,200401,4,"IOWA",19,"Winter Storm","Z",91,"PAGE",0,0,0,0,"","",NA
"801",1165505,5381249,200401,4,200401,4,"INDIANA",18,"Flood","Z",50,"WAYNE",0,0,0,0,"","",NA
"802",1165505,5381250,200401,4,200401,4,"INDIANA",18,"Flood","Z",58,"FAYETTE",0,0,0,0,"","",NA
"803",1165506,5381371,200401,4,200401,4,"OHIO",39,"Flood","Z",52,"CHAMPAIGN",0,0,0,0,"","",NA
"804",1165506,5381372,200401,4,200401,4,"OHIO",39,"Flood","Z",51,"MIAMI",0,0,0,0,"","",NA
"805",1165335,5381669,200401,26,200401,27,"SOUTH CAROLINA",45,"Ice Storm","Z",27,"LEXINGTON",0,0,0,0,"","0",NA
"806",1165335,5381670,200401,26,200401,27,"SOUTH CAROLINA",45,"Ice Storm","Z",28,"RICHLAND",0,0,0,0,"","0",NA
"807",1165462,5381492,200401,27,200401,27,"IOWA",19,"Cold/Wind Chill","Z",56,"SHELBY",0,0,0,0,"","",NA
"808",1165463,5381493,200401,28,200401,28,"NEBRASKA",31,"Cold/Wind Chill","Z",44,"DODGE",0,0,0,0,"","",NA
"809",1187102,5431117,200410,9,200410,10,"MISSISSIPPI",28,"Storm Surge/Tide","Z",81,"HARRISON",0,0,0,0,"15K","",NA
"810",1183214,5431054,200402,19,200402,23,"HAWAII",15,"High Surf","Z",3,"MAUI",0,0,0,0,"","",NA
"811",1183214,5431055,200402,19,200402,23,"HAWAII",15,"High Surf","Z",5,"MOLOKAI",0,0,0,0,"","",NA
"812",1182866,5430774,200412,26,200412,26,"NORTH CAROLINA",37,"Winter Storm","Z",85,"SCOTLAND",0,0,0,0,"","",NA
"813",1182866,5430775,200412,26,200412,26,"NORTH CAROLINA",37,"Winter Storm","Z",41,"WAKE",0,0,0,0,"","",NA
"814",1182866,5430776,200412,26,200412,26,"NORTH CAROLINA",37,"Winter Storm","Z",78,"WAYNE",0,0,0,0,"","",NA
"815",1183208,5430931,200412,19,200412,20,"GEORGIA",13,"Winter Weather","Z",14,"DAWSON",0,0,0,0,"","",NA
"816",1183208,5430932,200412,19,200412,20,"GEORGIA",13,"Winter Weather","Z",6,"FANNIN",0,0,0,0,"","",NA
"817",1165463,5381501,200401,28,200401,28,"NEBRASKA",31,"Cold/Wind Chill","Z",52,"DOUGLAS",0,0,0,0,"","",NA
"818",1165463,5381502,200401,28,200401,28,"NEBRASKA",31,"Cold/Wind Chill","Z",89,"GAGE",0,0,0,0,"","",NA
"819",1165362,5381563,200402,14,200402,14,"ALASKA",2,"Heavy Snow","Z",226,"NE. SLOPES OF THE ERN AK RNG",0,0,0,0,"","",NA
"820",1165363,5381564,200402,20,200402,20,"ALASKA",2,"Cold/Wind Chill","Z",201,"WESTERN ARCTIC COAST",0,0,0,0,"","",NA
"821",1165364,5381565,200402,22,200402,23,"ALASKA",2,"Blizzard","Z",201,"WESTERN ARCTIC COAST",0,0,0,0,"","",NA
"822",1164883,5380510,200401,14,200401,16,"MAINE",23,"Cold/Wind Chill","Z",10,"CENTRAL PISCATAQUIS",0,0,0,0,"","",NA
"823",1164881,5380442,200401,7,200401,10,"MAINE",23,"Cold/Wind Chill","Z",2,"NORTHEAST AROOSTOOK",0,0,0,0,"","",NA
"824",1164881,5380443,200401,7,200401,10,"MAINE",23,"Cold/Wind Chill","Z",5,"NORTHERN PENOBSCOT",0,0,0,0,"","",NA
"825",1164881,5380444,200401,7,200401,10,"MAINE",23,"Cold/Wind Chill","Z",4,"NORTHERN PISCATAQUIS",0,0,0,0,"","",NA
"826",1164881,5380445,200401,7,200401,10,"MAINE",23,"Cold/Wind Chill","Z",3,"NORTHERN SOMERSET",0,0,0,0,"","",NA
"827",1165439,5380584,200401,24,200401,26,"MINNESOTA",27,"Winter Storm","Z",78,"GOODHUE",0,0,0,0,"","",NA
"828",1165439,5380585,200401,24,200401,26,"MINNESOTA",27,"Winter Storm","Z",82,"WATONWAN",0,0,0,0,"","",NA
"829",1165439,5380586,200401,24,200401,26,"MINNESOTA",27,"Winter Storm","Z",83,"BLUE EARTH",0,0,0,0,"","",NA
"830",1164888,5380635,200401,24,200401,27,"MAINE",23,"Cold/Wind Chill","Z",29,"COASTAL HANCOCK",0,0,0,0,"","",NA
"831",1164888,5380636,200401,24,200401,27,"MAINE",23,"Cold/Wind Chill","Z",30,"COASTAL WASHINGTON",0,0,0,0,"","",NA
"832",1165436,5380477,200401,22,200401,22,"MICHIGAN",26,"Blizzard","Z",1,"KEWEENAW",0,0,0,0,"","",NA
"833",1165436,5380478,200401,22,200401,22,"MICHIGAN",26,"Blizzard","Z",3,"NORTHERN HOUGHTON",0,0,0,0,"","",NA
"834",1165436,5380479,200401,22,200401,22,"MICHIGAN",26,"Winter Storm","Z",6,"ALGER",0,0,0,0,"","",NA
"835",1183388,5432336,200401,19,200401,23,"HAWAII",15,"High Surf","Z",6,"LANAI",0,0,0,0,"","",NA
"836",1183388,5432337,200401,19,200401,23,"HAWAII",15,"High Surf","Z",3,"MAUI",0,0,0,0,"","",NA
"837",1183388,5432338,200401,19,200401,23,"HAWAII",15,"High Surf","Z",5,"MOLOKAI",0,0,0,0,"","",NA
"838",1183388,5432339,200401,19,200401,23,"HAWAII",15,"High Surf","Z",4,"NORTH AND EAST HAWAII",0,0,0,0,"","",NA
"839",1183167,5431979,200412,22,200412,22,"KENTUCKY",21,"Winter Storm","Z",89,"CARROLL",0,0,0,0,"","",NA
"840",1183167,5431980,200412,22,200412,22,"KENTUCKY",21,"Winter Storm","Z",90,"GALLATIN",0,0,0,0,"","",NA
"841",1183522,5431750,200412,19,200412,20,"VIRGINIA",51,"Winter Weather","Z",63,"HANOVER",0,0,0,0,"","",NA
"842",1187149,5431949,200412,25,200412,25,"LOUISIANA",22,"Winter Storm","Z",64,"UPPER ST. BERNARD",0,0,0,0,"","",NA
"843",1187149,5431950,200412,25,200412,25,"LOUISIANA",22,"Winter Storm","Z",65,"UPPER TERREBONNE",0,0,0,0,"","",NA
"844",1183525,5431899,200412,26,200412,26,"VIRGINIA",51,"Winter Storm","Z",94,"NEWPORT NEWS",0,0,0,0,"","",NA
"845",1183166,5431972,200412,22,200412,22,"INDIANA",18,"Winter Storm","Z",58,"FAYETTE",0,0,0,0,"","",NA
"846",1183166,5431973,200412,22,200412,22,"INDIANA",18,"Winter Storm","Z",59,"UNION",0,0,0,0,"","",NA
"847",1183166,5431975,200412,22,200412,22,"INDIANA",18,"Winter Storm","Z",73,"RIPLEY",0,0,0,0,"100K","",NA
"848",1183166,5431976,200412,22,200412,22,"INDIANA",18,"Winter Storm","Z",74,"DEARBORN",0,0,0,0,"","",NA
"849",1183362,5432226,200412,13,200412,15,"HAWAII",15,"High Surf","Z",2,"KAUAI WINDWARD",0,0,0,0,"","",NA
"850",1183337,5431997,200411,4,200411,4,"HAWAII",15,"Heavy Rain","C",3,"HONOLULU",0,0,0,0,"","",NA
"851",1183338,5431998,200411,5,200411,6,"HAWAII",15,"Heavy Rain","C",3,"HONOLULU",0,0,0,0,"","",NA
"852",1164932,5381126,200401,6,200401,18,"KENTUCKY",21,"Flood","Z",19,"DAVIESS",0,0,0,0,"","",NA
"853",1165342,5381192,200401,30,200401,31,"NORTH DAKOTA",38,"Winter Storm","Z",11,"WARD",0,0,0,0,"","",NA
"854",1164928,5381006,200401,25,200401,25,"ILLINOIS",17,"Ice Storm","Z",81,"FRANKLIN",0,0,0,0,"","",NA
"855",1164933,5381132,200401,5,200401,17,"INDIANA",18,"Flood","Z",87,"WARRICK",0,0,0,0,"","",NA
"856",1165346,5381204,200401,8,200401,8,"ALASKA",2,"High Wind","Z",212,"ERN NORTON SOUND NULATO HILLS",0,0,0,0,"","",NA
"857",1165341,5381079,200401,27,200401,28,"NORTH DAKOTA",38,"Cold/Wind Chill","Z",35,"BURLEIGH",0,0,0,0,"","",NA
"858",1165341,5381080,200401,27,200401,28,"NORTH DAKOTA",38,"Cold/Wind Chill","Z",51,"DICKEY",0,0,0,0,"","",NA
"859",1165341,5381081,200401,27,200401,28,"NORTH DAKOTA",38,"Cold/Wind Chill","Z",1,"DIVIDE",0,0,0,0,"","",NA
"860",1164940,5381157,200401,27,200401,27,"KENTUCKY",21,"Winter Weather","Z",18,"HENDERSON",0,0,0,0,"","",NA
"861",1165349,5381304,200401,26,200401,26,"ALASKA",2,"High Wind","Z",211,"SRN SEWARD PENINSULA COAST",0,0,0,0,"","",NA
"862",1165349,5381305,200401,26,200401,26,"ALASKA",2,"High Wind","Z",219,"UPPER KOYUKUK VALLEY",0,0,0,0,"","",NA
"863",1165356,5381450,200402,4,200402,5,"ALASKA",2,"Cold/Wind Chill","Z",213,"ST LAWRENCE IS. BERING STRAIT",0,0,0,0,"","",NA
"864",1165505,5381252,200401,4,200401,4,"INDIANA",18,"Flood","Z",66,"FRANKLIN",0,0,0,0,"","",NA
"865",1165458,5381327,200401,3,200401,4,"IOWA",19,"Winter Storm","Z",69,"POTTAWATTAMIE",0,0,0,0,"","",NA
"866",1165459,5381328,200401,25,200401,27,"NEBRASKA",31,"Winter Storm","Z",44,"DODGE",0,0,0,0,"","",NA
"867",1165459,5381329,200401,25,200401,27,"NEBRASKA",31,"Winter Storm","Z",34,"BURT",0,0,0,0,"","",NA
"868",1165459,5381330,200401,25,200401,27,"NEBRASKA",31,"Winter Storm","Z",50,"BUTLER",0,0,0,0,"","",NA
"869",1164947,5381285,200401,29,200401,29,"ILLINOIS",17,"Winter Weather","Z",87,"GALLATIN",0,0,0,0,"","",NA
"870",1164947,5381286,200401,29,200401,29,"ILLINOIS",17,"Winter Weather","Z",82,"HAMILTON",0,0,0,0,"","",NA
"871",1165461,5381468,200401,27,200401,27,"NEBRASKA",31,"Cold/Wind Chill","Z",11,"KNOX",0,0,0,0,"","",NA
"872",1165463,5381494,200401,28,200401,28,"NEBRASKA",31,"Cold/Wind Chill","Z",30,"BOONE",0,0,0,0,"","",NA
"873",1165463,5381495,200401,28,200401,28,"NEBRASKA",31,"Cold/Wind Chill","Z",34,"BURT",0,0,0,0,"","",NA
"874",1165463,5381496,200401,28,200401,28,"NEBRASKA",31,"Cold/Wind Chill","Z",50,"BUTLER",0,0,0,0,"","",NA
"875",1165360,5381558,200402,13,200402,13,"ALASKA",2,"High Wind","Z",212,"ERN NORTON SOUND NULATO HILLS",0,0,0,0,"","",NA
"876",1165361,5381560,200402,15,200402,15,"ALASKA",2,"Heavy Snow","Z",222,"MIDDLE TANANA VALLEY",0,0,0,0,"","",NA
"877",1165361,5381561,200402,15,200402,15,"ALASKA",2,"Heavy Snow","Z",216,"LOWER KOYUKUK MIDDLE YKN VLYS",0,0,0,0,"","",NA
"878",1183035,5431031,200412,11,200412,11,"MONTANA",30,"High Wind","Z",23,"MCCONE",0,0,0,0,"","",NA
"879",1183035,5431032,200412,11,200412,11,"MONTANA",30,"High Wind","Z",20,"WESTERN ROOSEVELT",0,0,0,0,"","",NA
"880",2152359,5432066,200408,15,200408,15,"NEVADA",32,"Heavy Rain","C",510,"CARSON CITY (C)",0,0,0,0,"","",NA
"881",2152360,5432067,200408,15,200408,15,"NEVADA",32,"Heavy Rain","C",31,"WASHOE",0,0,0,0,"","",NA
"882",2152361,5432068,200408,15,200408,15,"NEVADA",32,"Heavy Rain","C",21,"MINERAL",0,0,0,0,"","",NA
"883",1183171,5432198,200412,7,200412,7,"ALABAMA",1,"Thunderstorm Wind","C",59,"FRANKLIN",0,0,0,0,"","",NA
"884",1182582,5430802,200412,7,200412,7,"CALIFORNIA",6,"Heavy Snow","Z",81,"CENTRAL SISKIYOU COUNTY",0,0,0,0,"","",NA
"885",1182582,5430803,200412,7,200412,7,"CALIFORNIA",6,"Heavy Snow","Z",80,"WESTERN SISKIYOU COUNTY",0,0,0,0,"","",NA
"886",1165505,5381256,200401,4,200401,4,"INDIANA",18,"Flood","Z",66,"FRANKLIN",0,0,0,0,"","",NA
"887",1164942,5381257,200401,26,200401,26,"KENTUCKY",21,"Lightning","C",139,"LIVINGSTON",0,0,0,0,"","",NA
"888",1165208,5381383,200401,4,200401,5,"AMERICAN SAMOA",97,"Hurricane (Typhoon)","Z",2,"TUTUILA",20,0,0,0,"50M","",NA
"889",1165461,5381472,200401,27,200401,27,"NEBRASKA",31,"Cold/Wind Chill","Z",68,"OTOE",0,0,0,0,"","",NA
"890",1165467,5381631,200401,15,200401,16,"CONNECTICUT",9,"Cold/Wind Chill","Z",9,"SOUTHERN FAIRFIELD",0,0,0,0,"","",NA
"891",1164877,5380428,200401,15,200401,16,"NEW YORK",36,"Cold/Wind Chill","Z",65,"WESTERN DUTCHESS",0,0,0,0,"","",NA
"892",1164877,5380429,200401,15,200401,16,"NEW YORK",36,"Cold/Wind Chill","Z",58,"WESTERN GREENE",0,0,0,0,"","",NA
"893",1164883,5380511,200401,14,200401,16,"MAINE",23,"Cold/Wind Chill","Z",17,"CENTRAL WASHINGTON",0,0,0,0,"","",NA
"894",1164883,5380512,200401,14,200401,16,"MAINE",23,"Cold/Wind Chill","Z",29,"COASTAL HANCOCK",0,0,0,0,"","",NA
"895",1165439,5380583,200401,24,200401,26,"MINNESOTA",27,"Winter Storm","Z",77,"RICE",0,0,0,0,"","",NA
"896",1165463,5381593,200401,28,200401,28,"NEBRASKA",31,"Cold/Wind Chill","Z",68,"OTOE",0,0,0,0,"","",NA
"897",1165425,5380349,200401,28,200401,29,"MONTANA",30,"Avalanche","Z",2,"WEST GLACIER REGION",0,0,0,0,"","",NA
"898",1165426,5380350,200401,30,200401,30,"IDAHO",16,"High Wind","Z",7,"OROFINO / GRANGEVILLE REGION",0,0,0,0,"","",NA
"899",1165427,5380351,200401,30,200401,30,"MONTANA",30,"High Wind","Z",5,"MISSOULA / BITTERROOT VALLEYS",0,0,0,0,"","",NA
"900",1165427,5380352,200401,30,200401,30,"MONTANA",30,"High Wind","Z",7,"BUTTE / PINTLAR REGION",0,0,0,0,"","",NA
"901",1165428,5380353,200401,9,200401,9,"VIRGINIA",51,"Winter Storm","Z",2,"WISE / NORTON",0,0,0,0,"","",NA
"902",1164906,5380886,200401,25,200401,26,"WEST VIRGINIA",54,"Winter Storm","Z",26,"BOONE",0,0,0,0,"","",NA
"903",1165441,5380728,200401,16,200401,17,"WISCONSIN",55,"Winter Weather","Z",56,"SAUK",0,0,0,0,"","",NA
"904",1165441,5380729,200401,16,200401,17,"WISCONSIN",55,"Winter Weather","Z",57,"COLUMBIA",0,0,0,0,"","",NA
"905",1165441,5380730,200401,16,200401,17,"WISCONSIN",55,"Winter Weather","Z",58,"DODGE",0,0,0,0,"","",NA
"906",1165440,5380708,200401,4,200401,5,"WISCONSIN",55,"Winter Weather","Z",57,"COLUMBIA",0,0,0,0,"","",NA
"907",1165440,5380709,200401,4,200401,5,"WISCONSIN",55,"Winter Weather","Z",58,"DODGE",0,0,0,0,"","",NA
"908",1165328,5380921,200401,25,200401,25,"SOUTH DAKOTA",46,"Winter Storm","Z",69,"YANKTON",0,0,0,0,"","",NA
"909",1165329,5380922,200401,25,200401,26,"MINNESOTA",27,"Winter Storm","Z",81,"COTTONWOOD",0,0,0,0,"","",NA
"910",1165329,5380923,200401,25,200401,26,"MINNESOTA",27,"Winter Storm","Z",90,"JACKSON",0,0,0,0,"","",NA
"911",1183119,5431681,200412,12,200412,12,"MINNESOTA",27,"High Wind","Z",57,"KANDIYOHI",0,0,0,0,"","",NA
"912",1187150,5431951,200412,25,200412,25,"MISSISSIPPI",28,"Winter Storm","Z",80,"HANCOCK",0,0,0,0,"","",NA
"913",1187150,5431952,200412,25,200412,25,"MISSISSIPPI",28,"Winter Storm","Z",81,"HARRISON",0,0,0,0,"","",NA
"914",1183324,5431880,200410,28,200410,30,"HAWAII",15,"High Surf","Z",20,"WINDWARD HALEAKALA",0,0,0,0,"","",NA
"915",1183325,5431881,200410,26,200410,26,"HAWAII WATERS",84,"Waterspout","M",114,"OAHU WINDWARD WATERS",0,0,0,0,"","",NA
"916",1183326,5431882,200410,26,200410,26,"HAWAII",15,"Funnel Cloud","C",3,"HONOLULU",0,0,0,0,"","",NA
"917",1183339,5431999,200411,5,200411,5,"HAWAII",15,"Funnel Cloud","C",9,"MAUI",0,0,0,0,"","",NA
"918",1183340,5432000,200411,5,200411,5,"HAWAII",15,"Heavy Rain","C",7,"KAUAI",0,0,0,0,"","",NA
"919",1183341,5432001,200411,6,200411,7,"HAWAII",15,"Heavy Rain","C",3,"HONOLULU",0,0,0,0,"","",NA
"920",1183342,5432002,200411,9,200411,9,"HAWAII",15,"Heavy Rain","C",7,"KAUAI",0,0,0,0,"","",NA
"921",1183343,5432003,200411,9,200411,9,"HAWAII",15,"Heavy Rain","C",3,"HONOLULU",0,0,0,0,"","",NA
"922",1183344,5432004,200411,15,200411,17,"HAWAII",15,"High Surf","Z",25,"BIG ISLAND NORTH AND EAST",0,0,0,0,"","",NA
"923",1183168,5432090,200412,22,200412,22,"OHIO",39,"Winter Storm","Z",72,"CLINTON",0,0,0,0,"","",NA
"924",1165340,5381070,200401,24,200401,25,"NORTH DAKOTA",38,"Winter Storm","Z",37,"STUTSMAN",0,0,0,0,"","",NA
"925",1164937,5381138,200401,4,200401,17,"INDIANA",18,"Flood","Z",81,"GIBSON",0,0,0,0,"","",NA
"926",1164937,5381139,200401,4,200401,17,"INDIANA",18,"Flood","Z",82,"PIKE",0,0,0,0,"","",NA
"927",1164938,5381140,200401,8,200401,8,"KENTUCKY",21,"Winter Weather","Z",19,"DAVIESS",0,0,0,0,"","",NA
"928",1165341,5381165,200401,27,200401,28,"NORTH DAKOTA",38,"Cold/Wind Chill","Z",36,"KIDDER",0,0,0,0,"","",NA
"929",1164928,5381016,200401,25,200401,25,"ILLINOIS",17,"Ice Storm","Z",93,"PULASKI",0,0,0,0,"","",NA
"930",1165341,5381078,200401,27,200401,28,"NORTH DAKOTA",38,"Cold/Wind Chill","Z",2,"BURKE",0,0,0,0,"","",NA
"931",1165452,5381100,200401,27,200401,27,"OREGON",41,"Heavy Snow","Z",30,"NORTHERN & EASTERN KLAMATH COUNTY & WESTERN LAKE COUNTY",0,0,0,0,"","",NA
"932",1165453,5381101,200401,29,200401,29,"OREGON",41,"High Wind","Z",21,"SOUTH CENTRAL OREGON COAST",0,0,0,0,"","",NA
"933",1165478,5380984,200401,13,200401,16,"NEW HAMPSHIRE",33,"Cold/Wind Chill","Z",4,"NORTHERN CARROLL",0,0,0,0,"","",NA
"934",1165447,5380985,200401,2,200401,2,"OREGON",41,"Heavy Snow","Z",27,"SOUTH CENTRAL OREGON CASCADES",0,0,0,0,"","",NA
"935",1165448,5380988,200401,6,200401,7,"OREGON",41,"High Wind","Z",21,"SOUTH CENTRAL OREGON COAST",0,0,0,0,"","",NA
"936",1165506,5380989,200401,4,200401,4,"OHIO",39,"Flood","Z",74,"HOCKING",0,0,0,0,"","",NA
"937",1165210,5381414,200401,25,200401,26,"KANSAS",20,"Winter Storm","Z",58,"COFFEY",0,0,0,0,"","",NA
"938",1165455,5381225,200401,5,200401,6,"NEBRASKA",31,"Cold/Wind Chill","Z",45,"WASHINGTON",0,0,0,0,"","",NA
"939",1165357,5381452,200402,5,200402,6,"ALASKA",2,"Blizzard","Z",218,"S. SLOPES OF ERN BROOKS RANGE",0,0,0,0,"","",NA
"940",1165358,5381453,200402,8,200402,8,"ALASKA",2,"High Wind","Z",226,"NE. SLOPES OF THE ERN AK RNG",0,0,0,0,"","",NA
"941",1165210,5381415,200401,25,200401,26,"KANSAS",20,"Winter Storm","Z",35,"DICKINSON",0,0,0,0,"","",NA
"942",1165434,5381429,200401,7,200401,8,"MICHIGAN",26,"Winter Storm","Z",6,"ALGER",0,0,0,0,"","",NA
"943",1165457,5381242,200401,3,200401,4,"NEBRASKA",31,"Winter Storm","Z",53,"SARPY",0,0,0,0,"","",NA
"944",1165432,5381318,200401,25,200401,25,"VIRGINIA",51,"Ice Storm","Z",2,"WISE / NORTON",0,0,0,0,"","",NA
"945",1165432,5381319,200401,25,200401,25,"VIRGINIA",51,"Ice Storm","Z",5,"SCOTT",0,0,0,0,"","",NA
"946",1165432,5381320,200401,25,200401,25,"VIRGINIA",51,"Ice Storm","Z",6,"RUSSELL",0,0,0,0,"","",NA
"947",1165433,5381321,200401,25,200401,25,"TENNESSEE",47,"Ice Storm","Z",44,"WASHINGTON",0,0,0,0,"","",NA
"948",1165433,5381322,200401,25,200401,25,"TENNESSEE",47,"Ice Storm","Z",47,"SOUTHEAST CARTER",0,0,0,0,"","",NA
"949",1165335,5381665,200401,25,200401,27,"SOUTH CAROLINA",45,"Ice Storm","Z",22,"KERSHAW",0,0,0,0,"","0",NA
"950",1165335,5381666,200401,25,200401,27,"SOUTH CAROLINA",45,"Ice Storm","Z",20,"NEWBERRY",0,0,0,0,"","0",NA
"951",1165439,5380571,200401,24,200401,26,"MINNESOTA",27,"Winter Storm","Z",74,"BROWN",0,0,0,0,"","",NA
"952",1165439,5380572,200401,24,200401,26,"MINNESOTA",27,"Winter Storm","Z",73,"REDWOOD",0,0,0,0,"","",NA
"953",1165358,5381457,200402,8,200402,8,"ALASKA",2,"Cold/Wind Chill","Z",206,"N. BROOKS RNG E OF COLVILLE R",0,0,0,0,"","",NA
"954",1165434,5381431,200401,7,200401,8,"MICHIGAN",26,"Winter Storm","Z",13,"DELTA",0,0,0,0,"","",NA
"955",1165505,5381253,200401,4,200401,4,"INDIANA",18,"Flood","Z",50,"WAYNE",0,0,0,0,"","",NA
"956",1165505,5381254,200401,4,200401,4,"INDIANA",18,"Flood","Z",58,"FAYETTE",0,0,0,0,"","",NA
"957",1165505,5381255,200401,4,200401,4,"INDIANA",18,"Flood","Z",59,"UNION",0,0,0,0,"","",NA
"958",1165434,5381440,200401,7,200401,8,"MICHIGAN",26,"Winter Storm","Z",2,"ONTONAGON",0,0,0,0,"","",NA
"959",1165364,5381566,200402,22,200402,22,"ALASKA",2,"Cold/Wind Chill","Z",201,"WESTERN ARCTIC COAST",0,0,0,0,"","",NA
"960",1165365,5381567,200402,26,200402,26,"ALASKA",2,"Blizzard","Z",213,"ST LAWRENCE IS. BERING STRAIT",0,0,0,0,"","",NA
"961",1165366,5381568,200402,26,200402,28,"ALASKA",2,"Cold/Wind Chill","Z",201,"WESTERN ARCTIC COAST",0,0,0,0,"","",NA
"962",1165367,5381569,200402,3,200402,4,"ALASKA",2,"Blizzard","Z",195,"PRIBILOF ISLANDS",0,0,0,0,"","",NA
"963",1165467,5381632,200401,15,200401,16,"CONNECTICUT",9,"Cold/Wind Chill","Z",10,"SOUTHERN NEW HAVEN",0,0,0,0,"","",NA
"964",1165335,5381674,200401,26,200401,27,"SOUTH CAROLINA",45,"Ice Storm","Z",41,"BAMBERG",0,0,0,0,"","0",NA
