origin_statefips,origin_countyfips,dest_statefips,dest_countyfips,dest_stateabbr,dest_countyname,n_returns,n_individuals,adj_grossincome
42,101,36,1,NY,Albany County,32,44,1925
42,101,36,109,NY,Tompkins County,32,46,2978
42,101,39,153,OH,Summit County,32,48,1163
42,101,42,129,PA,Westmoreland County,32,44,2018
42,101,9,11,CT,New London County,31,39,1880
42,101,12,69,FL,Lake County,31,53,1424
42,101,13,151,GA,Henry County,31,60,1007
42,101,26,161,MI,Washtenaw County,31,42,2671
42,101,26,163,MI,Wayne County,30,39,1848
42,101,33,15,NH,Rockingham County,30,39,6320
42,101,42,33,PA,Clearfield County,30,33,458
42,101,42,37,PA,Columbia County,28,50,1003
42,101,42,103,PA,Pike County,28,44,2584
42,101,57,5,FR,Foreign - APO/FPO ZIPs,28,49,1735
42,101,47,157,TN,Shelby County,27,47,1926
42,101,55,79,WI,Milwaukee County,27,44,2077
42,101,12,111,FL,St. Lucie County,26,46,1921
42,101,48,27,TX,Bell County,26,52,912
42,101,51,650,VA,Hampton city,26,48,933
42,101,6,111,CA,Ventura County,25,37,2274
42,101,12,109,FL,St. Johns County,25,52,1857
42,101,19,153,IA,Polk County,25,29,323
42,101,48,121,TX,Denton County,25,37,1271
42,101,17,43,IL,DuPage County,24,39,2629
42,101,20,91,KS,Johnson County,24,40,1670
42,101,36,27,NY,Dutchess County,24,30,2177
42,101,42,127,PA,Wayne County,24,48,2610
42,101,24,21,MD,Frederick County,23,27,1158
42,101,25,1,MA,Barnstable County,23,28,2215
42,101,25,15,MA,Hampshire County,23,33,1879
42,101,36,71,NY,Orange County,23,39,1517
42,101,6,13,CA,Contra Costa County,22,35,2828
42,101,24,45,MD,Wicomico County,22,42,1404
42,101,35,1,NM,Bernalillo County,22,29,754
42,101,36,87,NY,Rockland County,22,29,1176
42,101,37,135,NC,Orange County,22,34,2129
42,101,51,3,VA,Albemarle County,22,32,1655
42,101,53,53,WA,Pierce County,22,31,991
42,101,12,1,FL,Alachua County,21,33,968
42,101,42,61,PA,Huntingdon County,21,36,357
42,101,51,87,VA,Henrico County,21,32,598
42,101,8,69,CO,Larimer County,20,27,1950
42,101,36,83,NY,Rensselaer County,20,27,1515
42,101,36,85,NY,Richmond County,20,30,895
42,101,36,91,NY,Saratoga County,20,25,1590
42,101,36,111,NY,Ulster County,20,32,1679
42,101,41,67,OR,Washington County,20,29,1149
42,101,45,45,SC,Greenville County,20,33,1183
42,101,51,41,VA,Chesterfield County,20,39,1628
42,101,53,61,WA,Snohomish County,20,31,1702
42,103,42,103,PA,Pike County Non-migrants,21370,42081,1586320
42,103,42,89,PA,Monroe County,170,294,7746
42,103,42,127,PA,Wayne County,165,342,8684
42,103,36,71,NY,Orange County,97,177,5032
42,103,42,69,PA,Lackawanna County,73,130,3405
42,103,34,37,NJ,Sussex County,67,101,3367
42,103,36,61,NY,New York County,37,59,3304
42,103,42,79,PA,Luzerne County,34,67,1282
42,103,42,95,PA,Northampton County,34,62,2160
42,103,42,77,PA,Lehigh County,32,53,938
42,103,36,47,NY,Kings County,28,46,1871
42,103,36,105,NY,Sullivan County,26,47,1207
42,103,34,27,NJ,Morris County,25,44,1639
42,103,36,81,NY,Queens County,23,46,2085
42,105,42,105,PA,Potter County Non-migrants,6010,12167,336116
42,105,42,83,PA,McKean County,55,123,2220
42,105,42,117,PA,Tioga County,47,90,1877
42,105,36,3,NY,Allegany County,22,58,1247
42,107,42,107,PA,Schuylkill County Non-migrants,55527,105952,3450509
42,107,42,11,PA,Berks County,235,375,11024
42,107,42,79,PA,Luzerne County,226,421,9406
42,107,42,25,PA,Carbon County,160,288,6639
42,107,42,43,PA,Dauphin County,147,246,6697
42,107,42,97,PA,Northumberland County,132,249,4989
42,107,42,77,PA,Lehigh County,97,150,4329
42,107,42,75,PA,Lebanon County,71,117,2761
42,107,42,37,PA,Columbia County,67,113,2692
42,107,42,71,PA,Lancaster County,53,67,2037
42,107,42,101,PA,Philadelphia County,52,65,1475
42,107,42,95,PA,Northampton County,47,71,1851
42,107,42,91,PA,Montgomery County,45,70,1836
42,107,42,17,PA,Bucks County,28,57,856
42,107,42,133,PA,York County,26,39,1070
42,107,42,41,PA,Cumberland County,24,39,1322
42,107,42,45,PA,Delaware County,24,34,635
42,109,42,109,PA,Snyder County Non-migrants,14704,30651,904362
42,109,42,97,PA,Northumberland County,187,322,7395
42,109,42,119,PA,Union County,113,192,5484
42,109,42,67,PA,Juniata County,43,77,1767
42,109,42,87,PA,Mifflin County,39,81,1907
42,109,42,81,PA,Lycoming County,27,52,976
42,109,42,43,PA,Dauphin County,25,38,906
42,109,42,37,PA,Columbia County,21,32,767
42,111,42,111,PA,Somerset County Non-migrants,28282,55673,1652783
42,111,42,21,PA,Cambria County,282,454,12227
42,111,42,3,PA,Allegheny County,70,87,3111
42,111,42,129,PA,Westmoreland County,65,98,3421
42,111,42,9,PA,Bedford County,38,69,2104
42,111,42,51,PA,Fayette County,36,53,940
42,111,24,1,MD,Allegany County,24,38,1095
42,111,42,63,PA,Indiana County,22,37,889
42,113,42,113,PA,Sullivan County Non-migrants,2312,4405,142902
42,113,42,15,PA,Bradford County,32,55,1747
42,113,42,81,PA,Lycoming County,23,36,1072
42,115,42,115,PA,Susquehanna County Non-migrants,15627,30656,1050822
42,115,42,69,PA,Lackawanna County,139,250,6518
42,115,36,7,NY,Broome County,109,191,5074
42,115,42,131,PA,Wyoming County,72,134,3553
42,115,42,127,PA,Wayne County,34,72,3404
42,115,42,79,PA,Luzerne County,27,51,951
42,115,42,15,PA,Bradford County,26,49,1090
42,117,42,117,PA,Tioga County Non-migrants,15259,30688,908634
42,117,42,15,PA,Bradford County,73,138,2773
42,117,36,101,NY,Steuben County,70,130,3134
42,117,42,81,PA,Lycoming County,40,60,1557
42,117,36,15,NY,Chemung County,39,74,1290
42,117,42,105,PA,Potter County,36,76,1243
42,119,42,119,PA,Union County Non-migrants,13592,28619,1078589
42,119,42,97,PA,Northumberland County,251,408,9713
42,119,42,109,PA,Snyder County,117,203,5264
42,119,42,81,PA,Lycoming County,67,118,2877
42,119,19,153,IA,Polk County,48,48,0
42,119,42,93,PA,Montour County,34,66,2725
42,121,42,121,PA,Venango County Non-migrants,19672,38408,1097638
42,121,42,39,PA,Crawford County,156,295,6140
42,121,42,31,PA,Clarion County,81,160,3713
42,121,42,85,PA,Mercer County,76,123,4608
42,121,42,3,PA,Allegheny County,73,101,2891
42,121,42,19,PA,Butler County,58,95,2301
42,121,42,49,PA,Erie County,48,73,1674
42,123,42,123,PA,Warren County Non-migrants,15064,29074,886800
42,123,42,49,PA,Erie County,106,170,3683
42,123,36,13,NY,Chautauqua County,52,80,2160
42,123,42,3,PA,Allegheny County,30,38,2077
42,123,42,39,PA,Crawford County,27,53,841
42,123,42,83,PA,McKean County,26,31,1070
42,125,42,125,PA,Washington County Non-migrants,82413,161917,7205188
42,125,42,3,PA,Allegheny County,1348,1961,85071
42,125,42,129,PA,Westmoreland County,309,507,14530
42,125,42,51,PA,Fayette County,200,336,8310
42,125,42,59,PA,Greene County,126,228,5323
42,125,42,7,PA,Beaver County,79,136,4220
42,125,42,19,PA,Butler County,61,106,5994
42,125,54,69,WV,Ohio County,40,70,2218
42,125,54,9,WV,Brooke County,38,58,2239
42,125,45,51,SC,Horry County,36,68,3299
42,125,54,29,WV,Hancock County,34,56,1382
42,125,54,61,WV,Monongalia County,34,52,2215
42,125,12,57,FL,Hillsborough County,27,49,4960
42,125,37,183,NC,Wake County,25,43,1882
42,125,39,81,OH,Jefferson County,25,53,987
42,125,4,13,AZ,Maricopa County,24,37,2342
42,125,12,99,FL,Palm Beach County,22,35,2074
42,125,39,49,OH,Franklin County,22,29,820
42,125,12,71,FL,Lee County,21,40,2548
42,125,12,115,FL,Sarasota County,21,38,5322
42,125,39,13,OH,Belmont County,21,29,1697
42,125,42,49,PA,Erie County,21,36,2008
42,127,42,127,PA,Wayne County Non-migrants,19360,37004,1252627
42,127,42,69,PA,Lackawanna County,287,493,14358
42,127,42,103,PA,Pike County,133,236,8431
42,127,42,115,PA,Susquehanna County,59,118,2328
42,127,42,89,PA,Monroe County,44,72,1807
42,127,42,79,PA,Luzerne County,40,53,2292
42,129,42,129,PA,Westmoreland County Non-migrants,145210,280006,10763618
42,129,42,3,PA,Allegheny County,1840,2677,94389
42,129,42,51,PA,Fayette County,449,746,18663
42,129,42,125,PA,Washington County,317,530,14564
42,129,42,5,PA,Armstrong County,308,524,11406
42,129,42,63,PA,Indiana County,287,493,12363
42,129,42,19,PA,Butler County,160,282,12292
42,129,42,111,PA,Somerset County,101,160,6266
42,129,42,21,PA,Cambria County,88,147,4226
42,129,42,7,PA,Beaver County,64,97,3192
42,129,4,13,AZ,Maricopa County,45,77,2686
42,129,45,51,SC,Horry County,43,79,3066
42,129,42,49,PA,Erie County,42,63,1933
42,129,12,103,FL,Pinellas County,38,65,2672
42,129,12,71,FL,Lee County,37,70,3548
42,129,42,27,PA,Centre County,26,32,1095
42,129,12,115,FL,Sarasota County,24,36,1523
42,129,54,61,WV,Monongalia County,24,42,1587
42,129,42,133,PA,York County,23,44,1740
42,129,12,99,FL,Palm Beach County,22,39,1729
42,129,37,183,NC,Wake County,22,38,1585
42,129,42,41,PA,Cumberland County,22,41,1339
42,129,12,57,FL,Hillsborough County,21,35,982
42,129,42,43,PA,Dauphin County,21,38,876
42,129,42,39,PA,Crawford County,20,29,1161
42,129,42,101,PA,Philadelphia County,20,20,713
42,131,42,131,PA,Wyoming County Non-migrants,10499,20288,706112
42,131,42,69,PA,Lackawanna County,128,221,5951
42,131,42,79,PA,Luzerne County,125,207,5887
42,131,42,115,PA,Susquehanna County,65,117,2777
42,131,42,15,PA,Bradford County,58,110,3061
42,133,42,133,PA,York County Non-migrants,181901,365099,13584978
42,133,42,41,PA,Cumberland County,969,1497,52337
42,133,42,1,PA,Adams County,837,1486,44400
42,133,42,71,PA,Lancaster County,781,1238,40949
42,133,42,43,PA,Dauphin County,524,833,22880
42,133,24,5,MD,Baltimore County,316,539,20933
42,133,24,13,MD,Carroll County,178,317,9720
42,133,24,25,MD,Harford County,173,285,9827
42,133,10,5,DE,Sussex County,125,225,14435
42,133,24,510,MD,Baltimore city,115,166,4514
42,133,42,101,PA,Philadelphia County,103,133,4837
42,133,42,55,PA,Franklin County,96,163,5452
42,133,42,75,PA,Lebanon County,85,147,6987
42,133,42,99,PA,Perry County,79,137,4256
42,133,45,51,SC,Horry County,72,147,6403
42,133,42,3,PA,Allegheny County,71,99,4004
42,133,42,29,PA,Chester County,69,127,4218
42,133,42,11,PA,Berks County,53,77,2009
42,133,24,3,MD,Anne Arundel County,52,77,2512
42,133,24,21,MD,Frederick County,52,77,2545
42,133,12,71,FL,Lee County,50,86,2677
42,133,4,13,AZ,Maricopa County,46,75,2526
42,133,24,31,MD,Montgomery County,46,67,2145
42,133,12,105,FL,Polk County,45,93,2518
42,133,42,77,PA,Lehigh County,45,80,2692
42,133,12,95,FL,Orange County,41,80,2539
42,133,12,103,FL,Pinellas County,41,71,2655
42,133,42,91,PA,Montgomery County,41,63,4945
42,133,12,115,FL,Sarasota County,38,62,16334
42,133,42,17,PA,Bucks County,37,62,2425
42,133,12,57,FL,Hillsborough County,36,73,2776
42,133,42,27,PA,Centre County,35,56,2072
42,133,42,79,PA,Luzerne County,35,60,1344
42,133,42,45,PA,Delaware County,32,48,2247
42,133,24,27,MD,Howard County,31,45,2370
42,133,10,3,DE,New Castle County,30,57,1272
42,133,24,15,MD,Cecil County,30,55,1837
42,133,12,31,FL,Duval County,28,57,1377
42,133,36,61,NY,New York County,27,49,1164
42,133,6,37,CA,Los Angeles County,26,31,1006
42,133,12,69,FL,Lake County,26,46,1358
42,133,12,97,FL,Osceola County,26,56,872
42,133,42,107,PA,Schuylkill County,26,48,1525
42,133,36,47,NY,Kings County,25,40,22
42,133,51,59,VA,Fairfax County,25,34,1588
42,133,57,5,FR,Foreign - APO/FPO ZIPs,25,48,1695
42,133,12,99,FL,Palm Beach County,24,57,2504
42,133,37,133,NC,Onslow County,24,55,1397
42,133,10,1,DE,Kent County,23,44,1228
42,133,12,101,FL,Pasco County,23,53,1504
42,133,12,127,FL,Volusia County,23,47,1629
42,133,24,33,MD,Prince George's County,23,34,1438
42,133,42,97,PA,Northumberland County,23,39,999
42,133,12,81,FL,Manatee County,22,40,1249
42,133,12,86,FL,Miami-Dade County,22,42,1306
42,133,57,3,FR,Foreign - Puerto Rico,22,41,420
42,133,12,9,FL,Brevard County,21,35,1377
42,133,37,119,NC,Mecklenburg County,21,32,1271
42,133,12,83,FL,Marion County,20,42,1319
42,133,12,119,FL,Sumter County,20,27,1494
42,133,48,201,TX,Harris County,20,41,1480
44,1,44,1,RI,Bristol County Non-migrants,18872,37125,2412899
44,1,44,7,RI,Providence County,367,566,26566
44,1,25,5,MA,Bristol County,169,279,14798
44,1,44,5,RI,Newport County,126,200,12928
44,1,44,3,RI,Kent County,92,147,4354
44,1,44,9,RI,Washington County,42,62,3406
44,1,25,17,MA,Middlesex County,30,42,2536
44,1,25,25,MA,Suffolk County,21,25,1834
44,3,44,3,RI,Kent County Non-migrants,70744,129339,5970522
44,3,44,7,RI,Providence County,1974,3126,114325
44,3,44,9,RI,Washington County,647,1097,48045
44,3,25,5,MA,Bristol County,151,224,9443
44,3,9,15,CT,Windham County,121,217,8630
44,3,9,11,CT,New London County,109,178,6321
44,3,44,5,RI,Newport County,99,147,15835
44,3,44,1,RI,Bristol County,74,111,4855
44,3,25,21,MA,Norfolk County,65,86,5053
44,3,25,17,MA,Middlesex County,64,84,4917
44,3,25,27,MA,Worcester County,48,73,2897
44,3,25,25,MA,Suffolk County,44,50,3340
44,3,25,23,MA,Plymouth County,40,52,2671
44,3,12,71,FL,Lee County,32,57,2668
44,3,12,99,FL,Palm Beach County,30,46,4103
44,3,12,115,FL,Sarasota County,29,52,3216
